economy,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BGD,9.30725837281466,11.6999989681888,10.8080969923682,11.6562779409751,14.1218553939094,13.3665973042485,12.6518221475519,12.5957179860198,11.606331446801,11.6653287574603,12.5074840612315,10.7275845200351,13.7325591531154,11.8552471769742,10.348545600697,8.10054723852476,17.6361931614715,12.3814462328921,15.4808518001798,15.7978440622703,17.8829473211837,14.1162959381044,15.5316243276076,14.7130315900677,13.4154720403534,12.8377060246289,11.8358105449764,11.6977479923371,12.2497633446486,12.7850303011279,13.0581855259296,12.2272149164418,12.3473285920799,14.1043140341485,13.864320908288,17.3448618625588,16.3695800738575,15.8051428327327,16.1227321741207,16.6292981713845,16.9775131339119,18.7114578649468,16.557411788963,16.2267362042167,15.7117252031078,20.0040929665367,21.7584608673034,22.9470478066831,24.9620555504832,23.1526633174097,21.7787299851405,27.4987748801959,27.9493338849842,26.7585286129376,25.5244202017989,24.7493225204896,17.4129456531683,17.179983781834,19.8398437797492,18.4832971559365,15.8286593146113,17.0612258032497,20.897740835675,17.8258075763392
BGR,,,,,,,,,,,,,,,,,,,,,30.6886123066186,34.5226112588971,33.2164891600317,36.9396201860833,38.2461502514927,43.2022408138597,43.4699248775556,42.6223539813803,45.8960858101817,48.1583761167482,36.7278687657797,39.2041267501842,52.9382470119522,45.8347273335564,45.6725646879757,22.9232007788805,37.3237366257929,36.887548925233,35.1038573716334,47.3251738534172,41.5268474034378,44.2000513252659,41.6223072947401,44.5969394925382,52.1072576914266,57.1846454619625,64.0695841229168,71.1775233150947,72.2110884683881,50.473795516392,53.2824773832047,58.6298963704946,63.6250480198959,65.1237043350767,65.6735690706083,62.9283675480918,58.971879215776,62.7264432279211,63.1920893541057,60.7432227346903,54.1977954215794,59.573569084694,68.9888257228862,57.7173177524782
BHR,,,,,,,,,,,,,,,,,,,,,101.34973691333,105.543660253445,93.9064831733644,81.74673582491,82.5323822924635,79.0114065064991,74.5899918299237,76.8651044809606,68.1534905585856,77.0672801748822,83.2017227221484,84.110655979006,85.0810544537488,70.9984363701983,65.0669883718385,61.9790758639883,67.0167525014943,61.1273402261258,56.1848747785456,55.3749095101558,56.6284682992678,53.4155049554821,58.6250679204693,56.0285101569836,62.1321640785849,64.4194769029886,62.4652368065147,58.1055213402395,63.3051627651981,49.4981315443774,50.9350767827277,74.7365988909427,83.7391257717264,87.0677507838272,79.5170856905251,71.6506085452675,65.3889766247047,67.4022414107659,71.5535326351172,65.2148742068027,67.2894052902043,70.1917205842733,,
BHS,,,,,,,,,,,,,,,,,,66.1430575035063,67.5156174915906,60.2035391995491,62.8772560473302,62.3694356817385,59.551416080593,58.0159279778393,58.3067953554456,59.2709121933431,57.9049544994944,55.8032445026988,,57.1688438928805,55.9592545799116,55.1675259388781,51.2145384367964,51.3932729624838,53.3804848112918,54.9163021289006,57.8190634524799,42.8544807938904,43.0690069981649,39.2458487715175,41.5973810340409,38.4282919944264,34.1025271473546,35.2533063362378,37.7867522740851,42.6363839694191,49.2414369667314,47.9208614529201,47.935588067642,42.3303639766138,43.7223151105018,50.898420626685,46.1237815400401,46.5601492910599,46.8384651133123,37.1293448367447,37.523733301547,40.1480791389835,40.3644636091251,36.9831440819901,33.6898234620715,43.4545118701018,43.7471453366219,42.9584684590438
BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3989382618954,71.4678736413432,83.8823372827429,72.7973298559813,98.3634118315508,94.1765947855901,63.4739243887068,63.9670130078362,59.6014673260219,59.9814720336208,59.2764412254606,60.0390399307182,53.5716025736534,56.4503034447803,59.3148109188574,48.7381154401454,51.2726737758619,55.8003759026157,55.794567424912,54.1881944917975,56.5631605791701,53.1771142099997,52.3353257819525,56.3214679671966,56.4475276333556,54.4760567724708,47.9297731152414,53.912587140962,61.8839303959771,56.8971095669759
BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.64896073903,33.3333333333333,57.6086956521739,83.3502538071066,84.1061091440454,54.0530299910216,50.4250960440786,65.6562985579151,63.9065684365836,61.6317764594536,72.3983446101294,70.2973237369855,67.3745423382546,68.9854723668665,74.2501770290328,59.08654296872,64.2337921203023,67.2108252637516,68.6617233270771,59.759183004167,64.545087636347,79.5088935540041,74.3083620349781,61.4823871290472,55.7105449310614,57.9034590145701,62.6999757764695,66.5780913114196,68.9388489208633,65.7557224712763,57.9217344260324,65.1824128358935,56.973020682251,66.1797785565314
BLZ,,,,,,,,,,,,,,,,,,,,,57.3915222958744,63.0512105745806,59.0555325093211,54.3968950638537,58.7029967767706,51.2824701077202,48.637928845938,52.3837623744596,56.9746457149823,57.482163540682,38.627410619253,43.3245705905396,39.443244032269,37.3704512859185,39.4804991657116,37.2109472090855,37.917862781531,41.754392321657,42.230134265468,49.3866488843785,53.8915322758886,51.4479301203353,49.6114775787307,49.981205536867,44.2877448433147,47.4659243042684,47.2645702262271,45.5618267845422,51.8168575619166,44.3082117167425,44.4852056613295,50.5446164910608,52.3199632132383,52.9985985215457,51.9388593667154,52.4655756967307,49.1708648398779,47.8842074441841,49.1064418180626,50.3045340046588,43.9962961819107,51.4864133743122,55.5757284622893,52.8569251866524
BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8000876023396,23.7311948264219,23.2697593736654,24.656915602754,25.3555042510214,23.3246590561242,23.4198528067971,23.8542792001922,26.0761139981486,25.816677252469,22.059744042054,23.5191084135593,25.0477390080199,
BOL,23.9339138200491,23.3374384236453,25.6054064201239,26.3423988842399,23.4720717932849,26.6852367688022,26.4779874213836,26.0162601626016,24.0384615384615,23.252444766389,24.3585499089555,24.40073755378,24.0191387559809,28.3198797087686,26.7976966639699,32.2166341078183,29.8864031316882,29.6449420108081,30.1082418020797,27.3960758230795,22.2854879807201,22.9537476334998,29.4039141732951,24.0390414089717,25.8198698990075,22.8428577390887,25.7073451262827,23.9921812949974,23.1388049814622,23.156469428327,23.9262904455176,26.9656220108037,29.0650961029083,28.3863604996634,27.1975387596431,27.1865654753956,27.2744207934951,29.3590599168697,32.5824780634508,27.2873571345206,27.3230300480841,25.2556732012852,27.7158052884154,26.3671019920853,26.3258755715318,32.0937984307176,32.766134163444,34.2662546945912,37.9604649036209,32.9044490873317,34.3241701096745,38.388693571021,37.7825645435625,37.138428001623,41.9713815715814,37.0645491614003,31.9130289632108,31.8005083890799,31.1211695531008,31.4300444441081,25.2306728309622,31.1960506534797,35.1443439153378,31.5691391782809
BRA,6.33365796570683,6.47318002375161,5.37637142513745,9.00683897968623,5.7448086952101,5.38887067351762,5.73309020008774,5.67719217542334,6.59975191810417,6.6043593076252,7.44974776115019,8.1936964789171,8.85983865755849,9.01131570710858,13.2946502579637,11.0163235419587,9.40238491080544,7.90998824970282,7.88490151920172,9.32610255823822,11.1930126187023,10.0100836217408,8.59068584640934,9.65659695727417,8.79466213028454,7.50118748793232,6.64337507524514,6.43391531173935,6.09988616208469,5.46126797532435,6.95836495806649,7.91444116378595,8.38506312730241,9.09604889204913,9.16168336908223,9.45558496072482,8.90538179274132,9.59255968601575,9.40808459248784,11.4172682172491,12.4517133524146,14.564574352134,13.3877671308534,12.9596010144732,13.1324909668183,11.8429659383147,11.6673835850045,11.9649362705808,13.723568904076,11.2546044706088,11.9065933373084,12.3518924970444,13.2367345392086,14.0437266803948,13.6734629940752,14.0534345182709,12.0670030360511,11.8007665046081,14.2412038806757,14.7673386775793,15.8485265356365,18.5469003894967,19.1853009729027,15.7436671722105
BRB,,,,,,,,,,,,,,,,60.4084481211559,64.8037331177968,61.1052958949718,68.3567218068102,76.1329081065045,61.237721021611,58.6702365015618,56.5014950875694,58.9541432019308,57.109634551495,51.0617283950617,46.0873755220045,38.6406067677946,38.4119583104772,41.0433705080545,43.3728687916976,41.4148622047244,34.5886561062851,37.7975903614458,38.1650103998151,45.037003812514,45.4249053428692,49.265671641791,45.6512530885987,46.5049688394812,47.3427030560549,45.3904075953511,44.4857556735876,47.1335098925066,50.359994193642,52.8014137976175,50.5498345230058,47.3964923772575,50.7994054121125,45.7877138976329,47.9461732674476,48.6118193565103,47.8076865934008,51.0956464949567,49.5846775228604,47.152094748833,41.9765161385788,40.5398151745226,39.6970157157127,38.6855818954203,35.5383643964042,39.6410048701023,42.1781454766083,
BRN,,,,,,,,,,,,,,,17.3534133476034,23.4262200404274,18.2588663576121,16.0878205734835,14.4727305671317,14.137868822883,11.6642662219527,13.713480405442,17.2264533450222,18.9810312780807,,,,,,35.2078919537464,37.2668860680144,40.17200938233,47.9090242112986,51.7636418450407,48.406214960756,55.8271236959762,60.6405101899348,58.4942335104315,57.4041297935103,48.4032320123124,35.8172935494234,39.1935647484115,41.6261387879542,35.9692157314985,31.7905237179863,27.2891694625922,25.2164514040536,27.8977164991738,27.6146073860544,35.7894601987022,27.9614767255217,30.0304681800627,35.4797553188355,42.8950041962984,34.2438883657379,37.6831927100911,37.7413608077216,35.6035073472775,41.9647314037168,50.5636178198506,52.9348922424642,66.9542015668641,60.5846089959126,60.0281737226204
BTN,,,,,,,,,,,,,,,,,,,,,39.7343590148062,50.5384529937987,50.2494745796605,48.3715855820531,47.6068670167998,53.9392770379518,55.2023353051113,39.7249430147374,51.211807755469,39.5774214984735,33.2546155097018,42.5133105015892,58.3657381322212,45.8966905132668,41.2248164419524,44.4770779254936,47.6226690817854,47.9099674736012,51.2534557405804,53.2112969675768,46.0250859513651,45.8528609714044,47.363085238581,48.4930612461766,59.4087116380181,61.3390192465892,56.3448645794603,54.5718954495773,55.3552583644183,59.0931184774042,67.0120971824859,66.1869681460995,59.2674617175133,58.537721926104,54.5740237763273,58.9898732351033,49.9991658583232,48.3419920999794,50.5500012211264,44.6660115175957,43.7647190686249,48.3837097345023,60.1385173325092,
BWA,39.6439420829665,42.5255046714267,44.8389926172992,47.3453568518641,48.5767026134266,50.609756097561,50.9485094850949,50.7734931449839,62.9473684210526,52.5652565256526,60.9137055837564,61.5638766519824,60.5428796223446,61.96518146946,64.7751863428709,63.7921187892633,66.3214837712519,69.3096646942801,68.5243889968299,65.2499251721042,66.4423018616215,71.5303283249861,69.2741974068226,62.5656180736478,57.9621985661525,51.2317593531201,49.1287401123467,48.4421882103349,43.9296496960172,46.1362667074378,49.7919133338533,46.5288711852712,41.5716914916723,39.1124078090891,40.3582110436745,43.7586738039682,37.127130792,47.723676600574,52.551867219917,43.7318129125364,40.0929196197881,38.8674573300609,39.6783472803347,37.007184681116,41.3840351057579,35.5817985125809,34.8316071531305,42.0165620135572,52.0613173469939,52.647126774976,52.4946705729499,54.7250698634268,63.7602567886618,64.4032781650237,58.214573898057,59.809993673185,45.8533350055731,39.0039088877955,43.2269600709101,46.0051637049108,46.3729291399852,46.844287787324,42.0664228333796,35.7100868277159
CAF,34.1818122618189,35.7615888118942,37.7049074334869,38.4858050224403,40.8045902843848,37.6693766937669,42.5257731958763,46.8982382133995,39.6312253595841,37.5984582382905,41.5623499086838,37.4234623370213,33.8130870580973,36.4868833574321,43.3361131787586,39.9199700572728,29.3266108057826,34.3249061268158,33.885760267333,35.1329394686053,41.0807828634967,34.059743898938,34.2245066020111,36.6162611098767,35.5016773850403,31.6359752409631,28.6226318484383,28.5502933989394,25.0538821705756,26.4631612106678,25.8755146524582,26.1226506625627,26.3633760833559,22.8890674752764,25.0186213434453,28.2549461602709,25.6140187532248,28.9342280996326,28.3926453039603,23.9886936193025,25.2875684031294,22.5732458997066,20.1458598429982,17.9952221645791,19.2460374099972,21.7081835399254,22.0798650802068,23.4655715983662,23.4338571075068,21.6525965878002,22.8046808823724,21.3477982341309,21.5093155924689,23.4263327799409,36.4193044299887,36.0774871532986,35.7087643640963,39.8837719516938,33.7201700016618,34.3104199996784,34.3485400014428,30.9316599983489,32.9330700029707,29.0397439989846
CAN,,18.2275459313842,17.9390953061044,17.3998898123365,18.0166514826746,18.602594729485,19.2443298085026,19.1848596258468,19.9044676077252,21.0417786197361,19.6479537251949,19.6912790023578,20.6351858685632,21.5992833982609,24.090850707713,23.8958704135898,22.5825918221483,23.0563311966713,24.3135611050031,25.9095338638521,25.8104771039348,25.7179157232909,21.423253585312,21.7838866788824,24.5401375799267,25.2950340681603,26.0775117254999,24.8629721974593,25.3128918126509,25.0202880078144,24.9201654634573,24.8701503192628,26.5388983848248,29.1081967827564,31.6099559075321,32.9636937980162,33.1616335246106,36.2036398921595,38.0520106024312,38.2538443145616,38.5561220292153,36.3042633034376,35.6483734848415,32.9741094185099,32.864648684908,32.9024256932286,32.6497052601475,32.0538645842577,32.6286028098296,29.9585575059154,31.0407395714164,31.8203468535221,32.2425234169127,31.8991362329537,32.6420862831515,34.3149411035338,33.8611121122194,33.6466506994867,34.2744821243903,33.8187894602395,31.6831237283418,31.2078114577635,33.713848808281,33.9268307879761
CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3835072549402,36.1284247181659,39.2873618492419,39.6306252850832,39.7762165080868,43.4128865184747,43.0742890013392,42.9718562837169,45.56494576243,49.3423090303665,49.922476995605,54.1986678106185,55.521270413029,55.0956523736865,47.4038996733269,53.1013089175792,56.9781923040315,58.0631485644287,58.0635963672482,59.1495610970021,58.5879230627642,58.8261291776637,60.4786414942038,61.1839529214732,59.7228356868528,56.0817221684837,62.6430759777436,70.5068622000175,60.0713577018669
CHE,,,,,,,,,,,41.5668722281072,39.3950250833717,38.0411572931392,38.6335508410948,41.5807979735045,34.4440320078639,36.53763575561,41.0993113702209,39.3774391603069,43.227696460073,48.5631270740627,47.7304235504233,43.8257355974779,44.1123122899635,44.4925305695778,45.2240012852703,43.132418249854,39.9075379262509,41.1174963628874,43.6120465213356,41.1506203960486,38.4072778781109,38.150425611771,36.8570162291545,36.0907658405644,36.232464611027,37.7246970844585,41.9754976480363,42.2209335244126,43.0359993087025,46.4991333355239,45.8371414069759,43.2222096993316,42.6147776748653,44.2171091602357,48.4069981103808,49.6359695603829,51.7790432182933,53.6486814547979,51.7663155605071,55.2274952612351,59.1063495101378,58.6764874108381,61.6254947939219,54.8761532535459,53.3095264649732,56.7481985878047,57.2733173133041,56.950318222608,57.1622185006251,57.690420839636,58.9686066461085,63.2339333939957,62.8900497858346
