economy,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114194524196.73,1258570150059.87,1470356548625.91,1714187886840.47,1979036201966.43,2241858406503.81,2509423758154.02,2788484510926.54,3041065308745.31,3320392312069.32,3683895772379.01,4080839898586.26,4522776968547.28,5075031893949.34,5738575724796.05,6592895776896.02,7660752769348.59,8988029531096.95,10045321032098.2,11057234022822.0,12381936443545.5,13844365195917.5,15212933582532.8,16374803441524.1,17423231129699.6,18216461648412.0,19265339702246.8,20594682031575.0,22453857449614.6,24300741817604.1,25246667832981.6,28821648700423.3,31773150449261.9,34643706848019.9
CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32831478343.0272,33955667729.9679,34644533340.8357,35397455090.4151,36446538659.7397,39862249177.3402,43729524252.8346,48775770203.9746,51427070912.4042,52763388082.7813,53815165580.265,53841629587.8708,53185319479.0462,51672274066.8541,54751824975.397,57031007283.931,60445022063.9297,62766430565.0024,67035504257.6075,69879369470.0661,75572133891.4322,72988975599.248,77223654948.2285,86638474451.6252,99929867262.254,111175876370.327,117748858729.37,125384273717.75,135827506244.13,155523648459.422,160302939789.704,179178274483.428,203719744624.114,224945636305.814
CMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23025240276.3216,22897314877.591,22693118129.517,21388318871.9362,22254990929.5301,23379172432.5782,24810680272.5219,26381154872.497,27938304948.6944,29611876947.479,31443201183.7078,33541506636.245,35587737861.865,38269320461.6227,42068507448.6953,44354338153.0116,47463977039.8821,50859594131.4817,53315733153.2454,55028202949.9144,57311621818.847,60470659956.2005,63669714457.3458,69319477137.6358,75494717689.7735,79618697991.1036,85068226004.8733,90902832851.2771,99492538001.3058,108174199180.862,114420802871.501,128969414454.646,142996241310.214,154126988108.264
COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30523722824.8814,28898632423.5766,26453682665.7342,23433204895.2107,23000142618.2723,23646760373.3767,23833300215.5878,22882479833.9618,22763824627.4293,22100152286.9353,21038841506.5075,21060769766.4832,22018522583.8271,23705639204.6106,25983434025.2896,28442238745.0382,30879427624.1483,33701289054.4692,36489248033.6097,37762523635.1184,40938218023.7028,44655249524.0653,46311721585.7762,53995321291.3452,63082984657.1439,69621148328.8482,76732432237.3181,87367059544.4283,96286291906.3743,108499465225.814,109045443618.14,130243843399.282,151856306512.046,170865528305.487
COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8181388860.87241,8660669804.73157,9089401097.97856,9213691382.22225,8893500367.82375,9441835598.76128,10027210024.9911,10136392428.4997,10633422673.3999,10505434343.1731,11557321035.3613,12266930679.1319,13028347252.9381,13393614579.0225,14231948894.0257,15816589849.3732,17606451724.627,16887417171.0611,18298291841.9759,20553711138.8661,22869548223.8053,23856263885.5927,28717951831.4077,28335651923.6335,28527635281.5358,24035779100.7529,20973960925.5018,23783312191.5778,30668141085.6866,32125051955.7481,27446363219.1881,36903988991.0873,40085209635.3104,42338545429.6096
COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165749937380.91,174785148003.957,185999296394.144,200662339787.783,216863846989.759,232929565322.641,242070320401.609,254691613364.288,259021506595.33,251643517109.074,264870681670.304,275379079755.353,286661049058.578,303774557819.281,328579327985.082,355245575259.623,390797993616.953,428431872795.522,451024877841.144,458978514358.009,485436645881.428,529875186711.481,552844741595.572,589812009091.885,621898180361.739,626205847138.118,665398390495.011,693117074956.624,747103674534.628,807590595866.731,785737564322.414,906033717087.335,1092241969354.14,1122331896369.35
COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652547125.564464,638215258.617468,708446027.917392,747039614.006908,722729044.74924,764521500.055773,768462056.786729,813218051.776172,832904395.115281,860946113.056811,975958177.379543,1021214596.08479,1061195852.56805,1104914186.292,1156407261.68062,1226508351.30063,1297798167.94899,1343623110.4467,1423806606.72083,1479014846.10866,1553541873.65002,1651292301.29229,1825884072.46406,1971985571.96846,2090119700.28359,2143329245.5437,2328363278.32794,2532916585.07952,2549756539.994,2605735931.66903,2616330804.01694,2815509823.50303,3085709275.30179,3284569153.71375
CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392118599.477979,411071432.079369,466425301.44626,519061637.734901,631840378.80916,736765677.996519,835381892.76569,944270626.760514,1074408388.75284,1211895681.90799,1416386647.12855,1480599872.86805,1582561152.1036,1681202608.60759,1902455066.34576,2097735410.64802,2335068852.91683,2762175353.7054,3013570387.79315,2986566391.03333,3078374146.39847,3265194483.4151,3234562963.9147,3261480004.77418,3287510389.45475,3470693995.24233,3767658154.16819,4070196657.81328,4064409366.40186,4444817983.52976,3526877323.02087,3970664151.46117,4991442312.44345,5439764468.1542
CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15672949340.5048,16570082518.149,18507065153.5238,20290358306.1808,21660102977.6025,23032863336.1502,23771284918.1194,25505411410.2661,27637559297.4796,29210012881.1348,31027327644.0675,32833574247.8016,34483122880.868,36682018276.3829,39335107079.7531,42181713055.9083,46668360626.7014,51870463946.4244,55374923497.8937,55229806570.4601,58897493039.3052,62759466863.4684,67457930826.8664,71836714967.5236,78151240955.4128,84436792704.572,93454856085.2032,100716906503.95,106583345257.898,116687612853.303,111257806527.64,122150307148.459,135640019815.9,145693143940.235
CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17156816899.9791,17742696423.7181,18258090138.2876,18926114106.2735,20029698839.8163,21010959979.4986,22287391726.6002,23527968733.7566,24539595857.5953,25807974672.8937,27288843419.2582,28311027235.2969,29376048146.2142,30635407233.8728,32454895335.053,34485098737.1996,37216088025.1563,39677482013.7155,40806808373.9395,40255769188.5651,41255975235.4234,43003746994.4084,44060129523.856,45380475446.2655,46725732373.1946,47623635578.3292,47523300414.322,51094633729.9032,53594297155.1287,57403989156.8441,52371090290.7974,61810532893.1682,82852677800.3212,98750673198.5184
CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930335331.31445,2975470407.20138,3033707214.05049,3102517491.03246,3192588363.37688,3314963113.91558,3473094179.79854,3655297542.0799,3807244971.77353,3810374354.52025,3859855630.19276,3959519302.37166,3818320183.53528,3818138347.10794,3796034989.7069,3797467729.8183,3775988376.26249,3895735784.59277,3923336909.93931,3998528568.93099,3377382710.98674,3834212517.42327,4428410668.32063,
CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3626596021.26288,3842652927.92083,3902691391.84012,3644016586.33911,3588140951.81794,3704981270.37558,3698215048.60772,3733288382.43835,3823800508.55371,3945662324.95845,4144412690.10995,4389520699.72228,4735348003.09182,4894495640.67658,4541293637.23615,5198568350.29699,5851530077.46325,
CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7735367954.44373,8056101146.06199,9014218544.05968,9292480043.69743,10050855490.2081,11119712985.8478,11449892064.3578,11924447411.2266,12737855316.9292,13502020661.2922,14776624808.0681,16043472859.462,17040574163.7212,17441147963.4497,18887587468.5808,20504013672.5456,22540273080.8627,25229599127.6466,27397869873.0899,27378851724.3406,27790071543.6893,28423013687.1842,27579116927.2229,26246150805.4656,25719121595.6117,27057442402.1829,30551541105.356,33015340061.3987,35388909237.267,39410144929.3423,38174320636.4989,43637414172.2635,49081797571.1699,53033142804.6904
CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131400309844.49,120065768331.878,122179917590.39,125153417911.989,131544825839.463,143033993809.858,151475228475.029,152727015755.099,154185177297.039,158333514882.971,166517021861.121,180080570772.361,186119951272.35,199182066297.045,213452584235.143,225620777980.803,244951001904.869,270739146273.018,290503942992.86,289930921519.323,291996633117.284,304400911032.007,307490190596.132,324029971676.001,342099831459.922,357503876184.69,381420338169.846,411327867894.58,437355919171.827,478737959837.413,469876999410.796,508669685129.785,551769302070.26,585187183031.821
DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544953367788.14,1678788071267.51,1750066062150.86,1774048428181.48,1855271483852.13,1923422874662.44,1971699749301.93,2015441975948.09,2079476419793.23,2158514818382.19,2236356580270.01,2336835923256.39,2406901890705.46,2468581417076.04,2585624852863.53,2622040720917.68,2813988060124.12,2985917074516.82,3103957698735.13,3015213344346.78,3184877915497.16,3415020684916.05,3487232707438.34,3628559701800.76,3807112936430.42,3889081660716.44,4165169650070.14,4386727409191.68,4576054323351.22,4840312367205.62,4815445166912.83,5153136084559.62,5582288432850.87,5857856201680.96
DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3702243662.44625,3978451293.00728,4350576767.06687,4598427635.85082,4933188997.99709,5448498817.36759,5876855745.74974,6188058972.13545,6669027120.13223,7404763025.14668,8187076864.87663
DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302427432.043716,316868811.307496,330666935.676543,345821307.015845,353327068.516617,371668625.855911,390221570.870779,405626604.072204,425666625.801126,433218750.696126,453399921.424338,463313091.76937,457206851.387046,495854010.445407,524721706.822367,544723474.334959,587685717.902598,641954670.297213,700918012.891363,696992705.637478,710208353.094044,723240297.773785,704989576.02655,718965696.086141,773327324.018373,789485046.227028,847400392.804144,805107231.470737,907222198.510894,1032244450.53237,917494480.534797,1047967163.80539,1184388502.10345,1285404929.85536
DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93726069871.0479,98246027357.7262,102451469717.565,104891124011.816,112843713589.145,118698011829.232,124908896212.84,131722037884.544,136922458589.758,141846293400.642,153042814477.824,157794801189.254,164720383885.92,166148772494.969,178022990486.768,185074466960.377,202995984993.653,213078327650.739,226767483101.984,222747651416.096,238526056650.619,247352252302.688,250524614311.535,262368108591.261,270330620655.251,278748351517.934,297719080444.573,319130157564.111,333035360346.746,353443964271.943,364633324729.065,409262263516.683,460163449423.838,456059277192.33
DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26141952369.7518,27281187080.075,31033849622.7679,34109118153.0877,35743311725.3525,38567506948.8335,41621293556.2652,46100967934.4842,49749308660.0432,53450261606.3377,57209180903.2136,59936106263.3512,63603567674.0633,63986486621.256,67395901011.8412,76062548572.9209,85601639714.8267,94440974176.0924,99350064925.1927,100908640513.941,110652669872.712,116474304267.389,118830227462.839,126801715835.946,139239728614.144,154909321367.662,172145441905.817,181804310040.918,195301139453.34,214845353960.145,209932477118.623,243740486662.959,273577797567.43,290243213881.234
DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192911659405.682,197042339791.894,205160240014.595,205612715259.85,208112935350.569,220550508017.289,233796384128.879,240444189837.137,255546937640.125,267456403251.358,283908375687.524,299010145309.473,320054211338.026,347587339461.473,372996309555.929,405464777063.412,430089739615.766,455435983839.257,475816185940.28,484495939555.749,513922383985.642,540260920347.765,543660681589.814,552043162307.88,576084364271.011,552563707134.997,548945698735.394,562537088659.901,583471998103.511,601470923945.205,558300141593.952,649014841793.06,719721782407.272,776539787081.926
EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335722462979.32,2599409703080.06,2930274252351.15,3310526393657.64,3727072961195.0,4168639658928.72,4617440882349.61,5012098845461.19,5108986768896.98,5482239695329.16,6017237997493.51,6550629942351.2,7160113420007.91,7921087144827.71,8840990969744.24,9974526766303.47,11348411393704.3,13020745838269.9,14358504459349.7,15515331981561.4,17205309002709.6,19007416468605.2,20848186270038.1,22311379684676.4,23635222630387.1,24594692221920.4,25994092122454.2,27753523586442.0,30213438851142.7,32623409693725.1,33422516352564.1,37597004980832.8,41709705193891.7,45384439390621.2
EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6044363938923.83,6559527866447.39,6990701262605.56,7312548524537.27,7690745229195.47,8127754776628.2,8742888503756.18,9285092084129.07,9378841475338.6,9748234132189.97,10437731975550.7,10882083742592.1,11276286114817.2,12119000086521.1,13271236396378.4,14517536248797.6,15978312485502.5,17420950269644.3,18511447324660.0,19045633327406.4,20547457793919.4,22103817772796.0,23560597320213.3,24610552424455.5,25673333486865.0,26374764811351.3,27744436555413.8,29511395174475.0,31581609707942.7,33047116716891.0,32613787020401.5,36678076949253.9,41859153045221.0,45656277730873.8
EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5910542762043.31,6455889557219.59,6963816788868.49,7510200365694.97,8152193926693.77,8864986405636.91,9601576074125.21,10215435014181.2,10317232245636.3,10898308469345.6,11830075482963.5,12563982230545.6,13445545222635.3,14443274605186.0,15790291538466.9,17309730577308.4,19143439468206.8,21307357720328.4,22820889443651.8,23812846885193.1,26031856751856.3,28193643632468.2,30372272007918.1,32284049844202.5,33811566729110.8,35128816858526.4,36677811995409.4,38778509864377.2,41606757254924.8,44308578891911.0,45214861413221.3,50267179181137.5,55316986633613.0,59827593270908.7
ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314720201506.75,1291699811721.05,1253097978073.12,1242713867942.87,1122632070070.28,1141174821619.22,1193272393782.1,1273688281831.55,1124575198782.63,1130764289882.53,1245126398294.55,1297170606808.83,1372792377828.34,1474268166118.59,1674126333672.45,1853574920423.18,2124757765604.97,2371607052904.9,2574336332164.7,2513083079926.78,2763795674200.52,3068030146114.07,3268753268181.35,3590055511007.73,3747228364715.27,3852964677934.51,4032404490699.07,4269548462854.23,4454386352335.69,4756895536804.3,4879553721193.97,5502272754985.97,6145029012104.06,6906197469532.62
ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10055744627093.5,10311794067767.9,10357044795214.7,10458582856351.5,10654483069734.2,11077503045130.9,11481471793184.1,11995292824017.6,12257425348095.0,12746654465024.6,13744038174300.5,14459315113347.3,15181140054782.3,15798714194408.2,16824442566230.3,17774371911989.3,19739588915180.3,21229845296268.2,22769736118365.4,22213532434800.7,23245511090082.5,24696557469122.7,25477990048394.8,26742061907792.5,27529274844634.4,28045120564331.2,29456965836482.3,31128148775390.8,32807484661076.8,35303525796251.1,34885886195197.1,39244793846329.5,43193989347125.5,45970683660692.4
ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48509374308.2734,52301972454.1757,54624884581.4701,57023088860.8498,60720677488.5376,63390241545.642,65668623935.8065,69692104073.8311,72777447694.3467,70309306350.2954,72686975974.4997,77449916530.7347,82529602904.8427,86586563566.2538,94989974959.7419,103257283378.052,111062338428.854,116241429371.323,126259252157.768,128423995876.851,135221979009.145,149717191250.669,159529618331.811,178551197058.881,189785459977.46,176939941130.612,179600489638.442,197653047823.802,207780863848.377,217496138436.859,202250002758.436,239415314251.538,272125988615.661,288687741566.654
EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208244358282.647,217709637020.915,232630679355.019,245052864054.447,260229492018.717,278020042616.164,297233526885.679,318965802261.923,340534346953.793,366258989186.141,398414667936.713,421787842929.318,438580660859.702,461522018279.097,493326417158.994,531546430149.769,585438475426.253,643918589088.751,703293511338.559,740703144645.527,788293878690.688,818754235836.905,963511290996.558,1002088457671.01,1000296471586.54,1085943366513.33,1084107404691.64,1153591166057.27,1302980395024.57,1437311654157.39,1665073256894.19,1728601012503.64,1972207973105.74,2120932496602.28
EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5379423618648.23,5682588773174.84,5867625360991.58,5958709236819.65,6233754119689.36,6519277268276.68,6740546120154.97,7028056426928.78,7379524889574.8,7679981303424.75,8182496945108.58,8598325499598.79,8980882197179.31,9179113354525.01,9592394950852.63,9973838624733.12,10842771978361.7,11536685325907.5,12029308999949.6,11755263649057.9,12110268149703.2,12644597027367.5,12798671489743.4,13245596205612.5,13618623553236.1,14032754759060.0,14929449794171.7,15679676592453.7,16380015472255.6,17621624803659.0,17100154349168.5,18807129107603.6,20737642819031.5,21927411624409.8
ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835746157.51235,2132109180.82584,2639758595.39134,2772142458.59714,3084261045.60153,3385578350.40503,3484314347.43024,3534097149.62928,3500595221.95896,3892811386.84437,4072119264.47575,4042244997.84384,4211205244.70341,4455060340.14048,4547936344.05136,4737800725.32635,4356653615.82156,4553452013.8152,4709915124.32658,5224331270.24732,,,,,,,,,,,,
ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531561427908.383,563528690004.737,581726865948.979,589372656114.719,616303983736.67,646578142394.086,677084457879.017,717405300256.696,768127554988.817,805891424628.996,875738229223.131,937760696063.506,1009753311276.12,1056694879758.49,1122166468853.19,1205129771230.45,1363886239439.57,1468825965115.45,1528583945708.69,1487853101841.93,1475426724434.36,1489595017146.76,1483654111796.67,1512562240663.9,1558985384059.1,1621825074465.2,1734117178406.71,1842771293467.92,1905449210032.32,2061660467680.02,1845713578821.49,2068305576331.49,2326112195711.89,2553107622879.82
EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11731036820.373,11157556653.6234,8996091938.70102,8680667567.64539,8720407484.09625,9302781760.0801,9752450058.03815,11165373440.4375,11713738135.1008,11694825363.5915,13163087062.2361,14321608874.5135,16087733549.9594,18002054571.7309,19807061897.9611,22536536810.9861,26054313221.7345,29763407415.2039,30488783700.7275,27327208562.561,28780817478.0597,32598232994.527,34384867089.0084,36198153224.201,38050116722.6556,38378217195.5802,41201006348.4063,44556473262.6919,48133343975.1131,52868446537.6684,53241219948.6805,59428774624.5775,64665654483.3557,66932475061.8128
ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19854533228.2155,19060938707.4047,17804582870.7568,20622102323.1088,21734309027.3535,23549705164.497,26960746271.1729,28285165269.2081,27613919166.0461,29450325800.567,31946530375.2047,35377560874.8818,36471526728.3561,36387745409.3774,42437815733.0093,48941322952.1001,55916777550.2882,64011179924.1422,72283405438.3037,79131265192.3526,90145031679.8854,102289393957.91,112944326945.938,123330855990.703,150119415264.863,169575372912.615,198234207768.963,219853614306.547,236067222303.96,259534668398.211,286209793459.086,316145105232.455,356412088803.922,393407615830.967
EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6297768757217.53,6564665275194.04,6757637611161.08,6875386457259.88,7208351025810.75,7564239465721.46,7831650320228.07,8151574975384.08,8549137334350.66,8896450206528.08,9478008025387.81,9962611221992.29,10427456905767.9,10684320370248.6,11226579766208.1,11680229513337.5,12728037876922.6,13610428265374.8,14293253604772.4,14028472401730.6,14510634249327.5,15204481190735.0,15434466585758.1,15958753471272.9,16442350251019.3,16993292501368.7,18066673612559.2,19038528722735.9,19960542911425.6,21560833812058.6,21089190000455.2,23216069682616.3,25651955359299.5,27125247086182.3
FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193258457413.41,1239921464608.0,1269385468258.12,1266223611488.14,1223466428075.86,1242133354292.99,1286042128332.68,1376532851892.1,1454983250771.49,1506365385502.29,1634891314453.26,1744039668129.48,1804852498910.85,1814126200486.6,2119828531843.79,2326140569138.39,2561540737685.29,2804252212830.29,3003854086071.97,3045071580721.34,3252537762697.99,3350979419865.45,3602043983636.88,3859448980028.15,3963377249971.28,3878882414307.17,4020330106358.16,4247277951068.33,4604001479209.18,4922395433525.38,4889896045959.87,5238586445272.66,5505042170378.35,5818952633482.58
FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90422792838.4679,87978139863.5665,87018461478.4578,88491317406.383,93962907280.6266,99978593914.3817,102905731321.919,111999458231.794,121502886442.394,127934744369.414,138660850936.689,144246899691.016,148763741906.139,151454269990.598,163132730431.995,168146788316.398,181448676104.82,200161779748.428,212980676990.544,202723172059.322,208901082795.193,220471055643.893,221285752810.968,225680035610.262,228058553146.46,232867491858.974,246928408039.55,262026475788.422,273456039618.341,290269723402.813,296764042926.675,320209296473.105,347806710383.907,363315980537.649
FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3057554961.3689,3075609779.83824,3337586112.31378,3489474514.57654,3745744772.94024,3919888350.74621,4183251603.92662,4161771056.25419,4263254858.56503,4704059443.02823,4728835182.13735,4932020171.91403,5168940689.67037,5323701729.70694,5756604335.65081,5978659772.8399,6277201050.67344,6392422701.19624,6582878726.34126,6531676713.41932,6806390338.69442,7134734867.15989,7646151649.1012,8253358874.67118,9829197068.29942,10778358104.4316,11015803386.2391,11778089335.1771,12130548808.6754,12094688035.2592,10279861871.0686,9795237652.39681,12583633706.0297,14089135375.1744
FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027250443156.09,1073120695790.3,1115130307547.9,1134385891378.47,1185935431603.52,1236310774195.51,1275805894560.54,1333595697096.74,1405908180477.59,1470523899441.7,1589447364206.0,1687216662882.44,1762926373243.27,1753702241886.26,1822285317078.39,1926880446239.76,2065681747817.41,2184813801951.45,2259256991361.58,2243849588234.41,2334271976414.98,2446475413051.0,2474003939353.38,2608522466158.15,2662033396692.53,2718496736713.76,2864106383742.44,2983008898740.32,3125379876905.32,3452965773973.93,3344383971188.32,3648077705347.78,3914741997976.67,4169071146832.93
FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993401201.89803,1919390968.84765,1931508776.99749,2044459696.98832,2228654892.54768,2399248266.71632,2573648095.31955,2622894402.26049,2686741087.27868,2830966519.25387,3005353972.7185,3222676562.51988,3231002518.51334,3603020057.63829,4064913347.92905,
FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170359027.506243,189201300.230049,201268951.232095,222812658.833882,226353740.592928,247310078.760344,243823331.393788,232995119.70461,242329876.844714,249136889.543144,267096162.190228,279030285.925365,284916409.289115,295109203.430714,293710700.221656,309105087.027366,318379110.780397,321000409.372292,319304925.18117,324786183.714824,336160633.365101,354035867.533622,353896313.358948,346675014.227045,344580003.383742,363851742.247572,369087659.089584,378789451.801637,387467102.516125,410051207.866545,407320019.164568,437922453.774565,465108775.39252,485842846.343257
GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11757612733.3307,12898222054.9271,12784496983.3597,13604037704.2305,14410380028.2554,15444299194.28,16297161148.0103,17529515073.2616,18343022247.4256,16940894455.5224,16998421652.8911,17752302022.6734,17983275720.4805,18750444795.3272,19387429858.0297,20530429168.2999,20569582356.3114,22396190414.1839,22072461364.313,22237544766.5016,24103571966.6816,26345487003.7203,27000996624.1983,27735514310.3286,29386488339.4855,29199274580.0253,29399527403.7982,31914848308.0448,34140586624.1111,36169088370.7584,33563084094.1798,45775580563.7335,50452804439.5241,53475291714.6235
GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976325796619.738,998208368444.485,1025052535905.89,1075475712162.61,1140688764185.98,1194092093587.88,1276092434676.89,1345091654521.78,1385425367480.76,1437339061115.79,1562409690541.96,1650357031262.37,1727031050462.62,1808366865946.19,1922940594923.09,1976697912294.61,2113503098384.48,2178376960471.15,2271085135764.89,2181122499274.74,2290198529537.39,2354769903633.16,2442462879506.98,2562195072837.32,2666661894153.29,2767234470818.76,2892297884267.13,3041891554350.64,3129649825363.44,3335878386954.69,3220293643239.06,3541778829454.69,3847920019162.97,4026241425912.98
GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28022459544.6936,22857472830.1829,12881529746.7185,9323090781.81197,8532021446.51703,8937096710.51958,10120225606.9375,11377833455.1432,11862555570.8382,12375370151.6446,12888609494.7952,13812366302.8006,14794851741.4462,16755117267.1689,18202347365.3394,20573625161.8683,23206197564.438,26832289623.8284,28011563812.5159,27155393525.1421,29202260397.5243,32169542974.1089,37512405545.4749,40140934055.4256,43780102412.4376,45707843451.6546,48700949298.4327,51144255243.8394,55979867879.6125,62387596154.4602,62509091761.2555,70150781357.7257,83318890575.2476,92810510894.1995
GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24333557877.9733,26485194123.1234,28139639377.6133,30203762449.7583,31866678826.7891,33872792079.6682,36080446541.8523,38242808821.1301,40490370240.319,42870134746.7362,45463352404.9935,48346528031.1634,51307232650.6256,55040849301.3429,59686118924.968,65189447864.7249,71500511452.1828,76629846714.8417,85252849110.4684,89934208912.8472,98218051386.5418,114325851683.939,131897589316.568,142807202863.437,154709158599.11,148971921853.893,147108962613.394,155172026664.996,169624926668.068,187633394275.742,192835182975.95,214867175690.96,238776138320.913,254767258977.456
GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5602693996.68863,5943540350.12011,6277825372.84156,6750798744.57877,7168677711.07337,7656217348.98885,8144226218.45969,8713947864.51638,9132996553.90609,9615314280.06917,10079248862.0793,10683238879.992,11409577535.9546,11780111243.0566,12379970142.1955,13150834391.5831,13717651692.1316,15049832178.4342,15973795116.0894,15891883799.271,16859247177.7147,18172750190.6177,19549355718.1055,20615456394.7016,21491244018.2052,22706692066.757,27228621826.9743,33281442968.3756,36138275788.0034,40482435336.6245,44832747326.2215,50542884444.4891,56644398287.021,62855095953.4381
GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486411780.45573,1584424654.95197,1675284097.32436,1766651123.35129,1807157606.44609,1861318595.878,1937539928.96571,2067528417.11304,2163941394.18191,2335015317.69852,2519242915.6787,2725374630.98901,2677775681.83139,2918238592.18965,3207980821.6245,3230757093.74917,3311885363.53749,3505132466.63252,3796168815.95887,4074185715.82833,4367340722.28872,4095033765.28765,4218609873.37637,4221821464.50145,4185554930.44809,4427516234.00185,4596488156.16964,4775616329.45243,5465023570.59128,5949796066.17881,6366827515.11477,7155630816.16839,8036139225.77065,8770162650.87342
GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802402814.160434,871845030.418028,901521952.723122,942271661.452129,993187544.25267,1058628103.32288,1203058146.0222,1303351534.34554,1022164894.01529,1210939006.13046,1251994643.12728,1341455003.95362,1412078755.51416,1435840348.08971,1491730323.3788,1639425115.13877,1735045770.68364,1827670100.95749,1947171584.40356,2007141164.34406,2145408523.1162,2366706434.2602,2315038823.00933,2401201175.14756,2534913686.67565,3090468072.90842,3342056307.07795,3907712651.79046,3955763485.5703,4117986391.87221,4200663868.27209,4694370647.91916,5235947917.38836,5657343667.73728
GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273843663.257589,280210534.641237,386174865.266512,438945895.642048,523047695.169396,627393538.124907,1064245681.01161,2706202412.94628,3387232895.84301,4316766985.74259,5218606639.76783,8718135554.90556,10576779293.0978,12290755429.1759,17417184474.556,20971910438.2133,23284349079.7164,27569927683.7772,33102869198.4627,33754473545.6617,31115770392.6345,33829572382.0227,38819917942.1185,37572294947.8452,38043505840.31,28320531411.9553,25110506259.4845,28802412248.0502,29763387484.0751,27476690018.3343,23476322655.934,29585328380.1352,32845241575.8386,32104894668.8628
GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135643565418.125,144577958468.08,148907704640.191,149998432537.65,156265614235.861,162892251277.743,171271300317.986,182870045338.027,193330278429.436,198711870247.148,210915047006.964,227681027209.134,246559427543.151,261158265746.434,278930882052.257,281028288686.782,314620169569.606,324017680051.911,341817993053.192,337189537130.227,310377675699.106,285079593304.756,275143590350.289,284949103892.689,290011169381.561,289570760339.534,296466369907.234,307636097252.196,317881651462.228,338922195603.469,311203073638.711,348976765693.828,405841486026.762,426748711342.701
