economy,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455099744.966627,477009219.21807,483726983.694391,485492969.148932,504256860.922992,525792723.936525,559181891.655271,597354064.123801,675066615.276606,731847002.587168,785007409.910407,786437834.101293,826111531.011169,922148126.236927,940814495.56823,1099133928.51345,1087761179.74456,1185644561.12956,1219939433.44321,1146288151.08423,1154288423.96526,1187112475.33669,1192607537.06932,1270986763.9944,1395680065.58143,1515375642.68552,1609230218.33648,1736355201.91495,1848147434.9335,1907436734.74985,1670787843.20161,1785107389.63748,2050681775.44777,2227647008.57345
GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138268535.12427,1175427420.49649,1140760141.29332,1109083671.92588,1199873985.20754,1270709082.59555,1313765865.13047,1356052115.41882,1477676926.77674,1519236309.276,1663983935.18857,1723043712.5059,1732825867.68499,1845317864.05834,2025815684.17356,2193539586.36182,2386809292.62679,2509143534.38349,2715185515.98969,2755589487.63212,2837491311.04132,2881652503.34614,2976237573.26443,2987592053.03624,3183767613.09971,3132039400.29172,3309838081.22666,3370887241.18687,3462603876.34978,3613246574.50507,3655829957.23615,3857302225.39463,,
GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30048855036.1436,32201487448.2194,34528834460.7246,36735414324.2361,39033239580.1968,41823722604.6173,43849117690.724,46551887133.9087,49425774389.6355,52053545116.0736,55153756305.8631,57711118582.7805,60858073596.3413,63648563721.0676,67411075860.926,71802368042.0803,77977560455.9214,85166064065.0403,89665975169.8001,90649270399.4616,94397176368.0031,100356396780.438,109525436435.117,118481713276.004,129165012763.448,142691589480.133,149695818918.453,158386820207.971,167560724569.429,183966419962.474,190006601694.893,207137814680.83,230852981354.564,247604803198.928
GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2265886845.34082,2484421279.34414,2738168417.85335,3032225989.11572,3361216618.81395,3604354552.364,3962336483.67328,4279786834.28606,4255216160.99948,4443174972.41693,4481852741.85402,4687235406.66503,4813988685.10251,4877995825.15542,5087480361.79722,5144629329.71838,5575318912.03139,6138165414.9544,6366244373.4713,6636845682.47519,6995502297.38948,7510830548.78362,7930672473.7072,8400150803.44364,8405904168.05223,8656533235.33949,8793308785.64102,9408659458.00787,9848942431.25036,10694269146.4903,13581364399.677,18646751960.8246,32622065100.7236,44974521636.049
HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19918235180575.3,20793518848861.7,21548368413300.0,22258683769354.2,23340468335828.7,24476486375602.4,25661277664140.9,26958907632662.2,27972592204131.5,29300896667982.0,31415454095959.2,32703465580603.9,34034394521693.3,35559455903616.0,37875738413992.8,40142338176837.4,43410093055126.4,46065126207991.5,48116573629606.5,47098937291151.1,49247016843396.2,51757720637611.8,53595961592494.8,55787057700463.3,57493529950262.8,58514067730828.1,60458239557011.3,63377001532451.9,66701856065592.3,70159621856264.8,68965101609241.9,76756607517948.2,84084961663354.9,88867950944221.0
HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104117052354.5,113775538621.65,123623733597.691,134401881470.409,145557517596.201,152137012845.825,161519760604.235,172684224230.099,164352317866.623,170856191753.701,188116473376.969,193430981662.88,199691238854.712,209857394895.134,234249411029.044,259443481753.372,286252740452.931,313015143138.19,325835277892.407,319782965975.849,345574088170.348,369685331700.329,372875436044.484,384196203206.691,394115663343.846,408626637207.136,416436291872.847,438127783294.236,453865391644.541,459644295764.893,435300511002.663,488411631115.747,503557814285.826,538692245589.201
HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10158674298.7886,10153620375.0402,11015759480.7705,12009382381.2558,12291798197.0477,13326246860.778,13824087506.6978,14709081060.1513,15408416678.2967,15511504663.4121,17019478118.6536,17876613255.6485,18835992941.9407,20081264092.8308,21906446702.1735,23960344227.3613,26321301509.8586,28707391566.2798,30498686999.908,29940608307.917,31435174933.9748,33314349143.9269,35002761425.5249,36777848313.4206,40422044599.9769,44760245066.2342,48814099005.3134,53891605878.8263,55011170333.9628,57523228910.7116,54491208505.2883,63827909343.1217,71153015418.0854,76388585646.7349
HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387588707994.705,404840355786.648,412097027669.727,426702963539.847,436044846556.49,468000508480.542,501914924652.006,541526242376.482,567518540004.364,595037259119.543,627661454409.645,666216051001.736,703453868504.383,747749941293.521,811314909675.641,884167025410.945,965359816327.209,1046771588025.5,1127443179132.52,1176913319609.63,1264759331843.24,1346832625753.28,1386312002056.0,1491477732334.32,1640395328894.32,1729912625482.31,1852784330835.48,1976208271128.03,2116386167013.62,2288263823528.66,2347698269668.13,2578178599046.0,2881670751692.96,3112310975702.57
HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45487189436.4362,37108431683.7162,33508407302.4021,31549676842.7224,34114987200.0032,37184268213.205,40107574298.2672,43228612263.2495,44809315599.6291,44855287931.0382,47674004945.2067,50099903522.9867,56025556271.1221,58945193721.7253,63254183188.2609,66613208470.0937,76043839338.7342,84383878820.0325,90649818184.0666,87286058513.668,86308974642.4695,90536761212.8363,91880184107.8757,94553534860.0087,95207705400.1922,98618931310.9425,106143790109.301,112975477305.994,119186553563.97,131427842803.111,124218476200.701,144424531580.222,163475794167.995,176899003594.426
HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15095040161.0756,15898994835.1528,15397845128.8073,14907486585.0704,13406213162.9976,15042028577.302,15951672045.4362,16665637504.2054,17220641048.7571,17937656672.7928,18503583099.6714,18855377738.8787,19349795916.1018,20418643035.5411,20691393742.0625,21995769795.9144,23075131411.9756,24815757912.4961,25966205176.403,27665301315.4627,26419005242.1696,28338743512.0008,28499373298.6682,31101506421.0806,31905357619.7515,31841589929.642,34719284269.453,36124687052.1535,35046384798.4854,35947134169.5494,34891691692.7124,35658760079.8831,37527497712.9228,38170408504.8915
HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94747098938.931,86302862366.6489,85564892983.5803,87088437261.0667,91569586195.2899,94882260468.9423,96399905991.784,101083709088.45,106752095183.107,111315201192.571,121047828577.684,134596492281.87,147567884018.729,156796359284.069,164436278997.343,172572943492.797,185148362034.903,192051584445.279,208006336840.2,207690008145.173,217389465937.701,229643360222.022,230821510873.975,242855184363.456,253484631538.851,263781871939.868,274222712840.714,288707447254.494,311927136865.25,343481047231.953,341546873384.495,375267848770.74,420223657435.453,440579524817.948
IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10265635517983.6,10817288272648.3,11284007321813.6,11877568318437.3,12513817026553.8,13326758286399.9,14308403416714.2,15284655993952.4,15620539585702.1,16445761516691.4,17816582810315.2,18909133434766.3,20072122669887.1,21663571712549.9,23991757075730.0,26543231509470.4,29948249295534.5,33454937441884.2,36459725113960.7,37848601948774.1,41259331725270.9,44892453339945.7,48187423129405.5,51015061638031.1,53155781927690.9,54239134986616.6,56876783001727.4,60572953941298.3,65400583730911.8,69785982196914.8,70425983669463.8,80060081509204.4,89156319480244.3,96944402114448.5
IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11436953624091.6,12053515852848.3,12577048841934.3,13217310132838.5,13896788395265.3,14792496794332.2,15872202093206.1,16937928012838.8,17349820398355.5,18259407067929.8,19751085326111.5,20970118084271.6,22274709706542.6,24025285464385.1,26581826136862.7,29386004996763.2,33063695872795.3,36849049328442.9,40096725874030.4,41690164834899.1,45378741563644.7,49282887187127.8,52829459654731.9,56000841365987.1,58530755905744.8,59871748100485.3,62803744695879.5,66823385069410.1,72124824610915.8,77002912695269.6,77841943170769.7,88096595450885.9,98136078189560.5,106564127544454.0
IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174663731375.87,1239777007904.99,1296800641299.0,1343379944243.84,1386377690990.83,1469260321052.27,1567406698451.38,1656825049695.23,1733614139279.97,1818084061287.66,1938774429737.45,2065595941885.15,2207628244942.36,2367001799113.54,2595674488491.01,2848750864781.23,3121283920125.56,3399783826936.07,3642571461536.2,3847382294789.66,4125715881087.2,4397244465306.93,4649957595708.96,4993548925864.56,5384463449270.09,5643443237838.06,5938520115288.36,6262131912269.17,6736859959940.04,7230420209188.8,7429467057154.92,8052183236026.92,8997399513226.28,9636607140028.09
IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575948045014.477,609120411557.281,644088903015.429,658794163478.224,680524514471.693,712127405206.158,758173297828.076,786261091313.374,816970817251.586,848537027653.399,901884321763.016,961737573709.131,1038568028456.09,1113778330664.17,1231571501862.14,1351650377016.36,1476098245819.79,1599430624984.66,1695341883399.81,1801874692913.47,1919950262862.22,2045235407886.81,2159769217727.76,2303010910793.51,2460666420018.5,2556657947537.65,2626032554769.19,2723982861095.79,2878229526530.61,3044282952255.29,3106570103496.86,3360133902672.74,3749789253487.7,3976154163177.11
IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559279004393.232,617370051381.468,672466806830.064,733128147371.635,805239825900.018,889701784213.877,976822132361.531,1040368063162.33,913959321178.643,934225632565.549,1002393386981.27,1062308403714.86,1127357707866.41,1204571151561.58,1299193180637.87,1416205194333.93,1540185871019.01,1682286249838.49,1817815938991.7,1913691221482.27,2057500878575.28,2229511719014.97,2408290405583.69,2524244786997.21,2605517436520.51,2625201734355.44,2715764060542.74,2857305082359.12,3069918631697.01,3266185831776.73,3223404542894.6,3530623140454.75,3979794032136.91,4333084496745.12
IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598830085251.985,630727972915.965,652511143209.604,684686182494.908,705933237173.607,757549795000.199,809733852200.107,871647422652.49,917986547606.388,971256997764.516,1038822590465.02,1105900188573.47,1171029541346.6,1255330311920.71,1366210580400.03,1499413539584.01,1647816727469.37,1803385621202.75,1950842806995.69,2049317345503.93,2209858253038.03,2356371680372.98,2494810198304.94,2695547405607.89,2930040069167.39,3094159966718.9,3322926685848.05,3551038016610.59,3873689296019.88,4203322265686.06,4341046239466.52,4711875505954.94,5269939666082.21,5686663482242.55
IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048331217252.42,1095237569095.51,1181610042976.65,1267084285431.37,1380314785690.34,1515999643858.11,1660300081878.64,1757329776196.09,1886981805874.45,2082964298493.79,2211966282617.15,2370880066256.84,2499312620412.96,2748991073183.65,3046571526399.77,3391057140606.55,3777405337964.59,4176965103147.35,4388857508296.44,4763102417317.51,5230655285592.43,5618380734788.7,6162754462200.5,6497743441802.47,6812807109172.35,7204580698458.92,7795524017467.06,8354710136357.86,9230789424532.93,9932850520578.86,9771021183357.46,11384367630968.1,13037380602506.7,14537383619971.6
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48260029859.7662,50854814505.9902,53752727436.6604,56508512548.173,61037178152.1853,68320921081.0325,74474162673.5015,83154181089.6917,93160227483.321,101534472721.861,114952273134.222,125950306599.102,138491150176.63,145014198908.236,157659335259.766,168336054806.382,189029911943.719,205800481424.432,198299092484.809,188081264957.379,197012174424.763,206639596735.108,212883538742.662,221005225411.352,238657009844.44,325443236019.889,339580228355.172,375788557473.834,413324387097.426,448732011740.96,483914609141.061,574387416320.303,686132033842.947,671603053638.308
IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423630030139.207,493647584273.557,521548508561.445,526057011712.46,528164661869.237,552185989262.641,598003918569.307,616530882248.148,636427899453.169,658360060652.949,712629570943.863,746106962276.948,818914829167.599,907228078711.32,972025667865.03,1034480975471.58,1119699630572.17,1243829453140.08,1270974781267.4,1291696494024.71,1383196224834.95,1449083552221.0,1295740677467.97,1250610246950.94,1255791375247.15,1131039620719.18,1221422583406.8,1281375169176.87,1277953990214.69,1162001171464.4,1237805777178.19,1322577157396.53,1469165934893.93,1598124392063.68
IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47865679776.2041,64912464638.9925,86579026069.5489,91836132916.4033,95749417690.358,108247890640.57,133500631043.339,182058425310.455,217097700150.724,259584088315.935,270104598081.613,251813441668.033,162652382589.602,256187855401.146,268637984464.852,292558201362.482,306150208632.333,337724546705.875,351290680600.443,378324820660.152,415269270855.8,484698181757.22,517535382527.478,481300153146.585,350607538727.124,349270949154.251,400912993904.789,484572670623.272,504546085405.449,445338054148.541,548372044650.92,631827461524.676,635633821211.193
ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5598639941.47588,5775035055.50372,5707359074.34331,5919382969.71728,6263970914.65991,6402775818.379,6660262547.88888,7284697334.38553,7870880036.2562,8198700509.48308,8375093029.85957,9086333221.49219,9375292903.83657,9467640392.32602,10402862044.4128,11074925909.5813,12060170222.0007,12921528405.0239,13879915595.1021,13333310873.277,12647987098.348,13059433954.0833,13471498420.0286,14378252058.9283,15058763610.4313,16276450019.0689,17939410954.5851,19106258173.1223,20174853794.3579,21822649369.3723,20447442733.9865,23083729576.0157,28066333301.0513,30530446697.4294
ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72728525796.3723,80997166330.1757,89271000266.5569,95149204316.1476,104399507246.768,113626657917.968,122595998294.577,129378436629.443,136253672236.743,142834796488.428,161584353203.641,165760551159.412,171113964748.651,164954129764.012,177422923531.854,177584083077.007,185705586004.336,202260489140.568,204609132952.61,208911882939.339,223327409257.625,241995717613.454,255688667119.386,279990267389.596,285415972339.773,300546194180.572,326528612428.469,343723470819.241,357371968026.752,375862789976.274,379703382522.384,432271215779.002,498266971121.346,521339472593.987
ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056393111352.31,1108919728121.68,1143652804544.76,1160776793354.2,1211065766530.93,1272155154436.13,1310681474407.9,1358053720061.42,1423858456337.41,1457193715148.05,1541756006452.58,1597668432819.82,1639680554324.34,1673461816279.47,1704921939474.48,1746657911754.7,1886969023402.89,1995607744467.66,2089717925618.93,2044812502835.96,2083743155618.66,2173169963370.93,2172383785077.79,2187377576803.98,2200255257934.9,2240921139199.72,2420671363968.59,2517184209191.25,2600325592797.6,2775612623552.04,2627330094323.51,2950840663460.92,3295256338368.66,3452505720028.19
JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11521456517.2485,12487377433.4278,13021707420.4599,14585698253.4918,15103217254.8116,15782245337.7356,16052903143.9531,16143493118.8234,15943810190.2184,16338833649.0074,16855762170.4215,17467104335.0382,18092832500.6365,19126479087.2116,19900797155.553,20708227645.4025,21965707097.9245,22883875381.0124,23135445417.301,22266634916.4358,22208837625.1463,23059255170.7083,23214929063.4246,24023892586.5579,24397287651.2427,25182384150.2051,26411115826.8499,27651386383.771,28300462384.3033,28468528877.0366,25451633088.1949,27176946493.566,30609447657.4375,32423133605.2628
JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15636361819.4748,16425175601.3885,19210169393.7146,20547902359.908,22029986805.7546,23886580675.7704,24831532321.0407,26095451424.316,27183603327.8546,28502713258.4547,30385910541.986,32707488484.3319,35136896932.62,37321760720.8336,41608792595.2426,46409399611.9854,51712316824.3833,57455973869.6822,62791457384.8039,66352659859.8443,68713655220.2555,72050912802.1938,73887520573.5489,78452380693.4733,80397356421.9829,85588348124.0501,87534483836.1905,94825378274.4728,94604332953.0969,100625608768.486,104080200892.953,101616771489.093,111412689758.376,118493876514.991
JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458757725394.36,2631467510417.43,2715675018159.04,2767279212213.77,2856992786468.72,2993644735915.0,3143992144629.41,3229588924781.63,3224451308869.43,3258971755243.63,3461199212871.49,3552841434344.91,3647933229747.3,3753919256711.54,3938955753801.61,4110440479265.64,4300322202225.7,4482081297524.2,4517267516318.56,4295629000666.77,4525401285474.55,4629400479632.82,4799612889015.1,5021591088716.88,5034454618847.27,5199915217476.25,5158900389806.61,5262254961496.86,5344060957173.08,5404462313923.95,5358320688497.43,5599031809810.88,5895687814585.3,6251558780213.59
KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135074235235.294,124281550018.471,120376717010.921,111892872895.671,99882474773.4422,93614609792.9042,95805115257.7855,99113997425.0873,98323575366.3817,102407254089.512,114990222142.414,133452670503.043,148808116627.067,165858440471.486,186669097081.807,211196657904.66,241004547149.368,269564507809.408,283825255026.772,289002744476.376,313868548162.72,344049455918.982,369783340663.465,417039504506.503,426844567293.671,406611059018.014,422786764645.624,447143865260.692,475138151280.585,551108130794.884,565757228613.755,650469813945.991,718550188290.824,782723115253.46
KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39587653481.9103,41515097274.4615,42121691416.9915,43272411383.7919,45359958235.6341,48351578864.5643,51278552662.955,52410546871.2646,54743370149.0222,56797949170.4572,58432863846.1548,62007031613.1502,63314978396.4115,66458368610.7024,71728946876.2984,78347607389.6818,85991146839.4881,94371493368.0296,96413190294.1442,100215839417.73,109607761068.385,117598023944.482,124961878452.748,139746695151.583,154709329446.165,173206956148.628,188546457052.59,205511364865.135,221491717233.004,240006995767.663,250255393335.358,284129273925.386,318875197393.327,348430406994.172
KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11170168416.3505,10630564113.1143,9368256102.40859,8107716053.079,6617613642.07855,6389911212.71509,6967876606.06328,7790830580.05376,8045555485.50616,8457698762.06078,9120091690.03937,9821712905.82103,9972613783.74033,10884450551.6934,11962539832.5798,12315965409.564,13089706552.4841,14592873714.6335,16123695425.8484,16691390973.9527,16814571636.5084,18183659161.176,20283491468.0054,23114163150.7939,24971077860.1925,25086544783.7459,28429771863.0656,31241590663.088,30789434119.8894,34955978964.9393,34834094213.2461,39301901464.0311,45841712522.3783,50435329471.9201
KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8675833830.30757,9650115450.31293,10562660495.2056,11256187919.1655,7494744313.12873,8409687880.25884,9068691172.89105,9594689873.09642,10156757646.2409,11609201703.8226,13058627903.8062,14440694630.8316,15629910458.9366,17294205739.7547,19595663687.9359,22887929561.9215,26135059134.4794,29584499468.7701,32172319080.5065,32398816197.6553,34748000498.5599,37972104979.4031,42223119878.3284,45380362823.0209,48043834296.3702,51719789675.5877,56734872660.3465,61322327317.8454,67766900853.2714,74895400925.1098,73855510093.2968,77441503895.2508,87237678062.7048,95300031597.3521
KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89348639.7306404,87202676.1628746,110331207.326727,112946415.336291,117430345.626823,123418743.99166,125678250.616236,129306598.141483,135931123.282362,132610210.448807,144808266.169514,143368299.318688,147983058.558821,148470762.911525,151630139.158646,158102943.52197,172721864.855232,182859849.610461,180819355.588818,182867612.526398,186978651.514505,197582961.04617,213043488.381503,232644845.369126,239744226.088841,269652066.917755,291880326.910055,307643050.291709,325467897.718835,341888878.898284,344183388.335306,391314964.280581,435025647.930154,470205839.795071
KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363220495.738299,368501946.720931,392989313.312234,429668980.886669,462109503.217062,497196086.273243,535880781.734698,582320695.171853,585998920.798983,613426887.959928,690322971.356091,742949267.763467,764813996.890458,749236741.508502,800131640.579469,905536529.616406,962869402.73484,994895716.630282,1127421949.17051,1096041643.95452,1109849563.32887,1151059045.16662,1104360567.81016,1159508993.24748,1259894306.10067,1265579265.23194,1328207470.1639,1391674596.19905,1447606595.65757,1525099297.07708,1280771310.01143,1257766533.81364,1487998078.74065,1595151988.05974
KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358187125246.697,410211321362.576,445566678589.937,487498211137.348,544057830051.644,608871842065.342,668944044114.198,722468658677.207,693124625328.878,783492526099.428,871475638525.286,934349291854.747,1019446685620.94,1058222737252.78,1143105567943.22,1213618156671.84,1302227991055.99,1414985950534.54,1468996086974.66,1454994406417.93,1572680440074.07,1625275455251.2,1684562928828.18,1726902752731.95,1792600237630.01,1933588947770.48,2026967821102.36,2103651261121.49,2220442287180.66,2270666072345.05,2340031075342.67,2514520654062.95,2667437701775.83,2794196215269.68
KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51830255276.3117,31609828989.4806,59102568588.8303,81068911082.8942,89785029333.0814,96121017865.4174,98473070501.3226,102648746628.408,107603680592.931,107174097386.781,114747146098.284,117581201039.347,123007714107.061,147169387851.321,166602746788.001,190055650904.926,210639348915.997,229308654098.35,239522621888.932,223946658682.093,221294972764.336,247607548979.805,273942415698.763,269446403355.205,250513498911.704,173580844573.035,167620163110.366,193471105512.371,221391224103.895,221784647039.002,176638962986.99,211098901525.881,239832575098.79,243031018261.773
LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2448478988855.78,2609114239206.21,2732547676899.68,2859458184806.35,3076721515423.82,3166093402753.05,3342744498260.53,3576221623345.56,3712621606975.77,3781401926111.56,4011354899417.89,4113831494139.64,4211422507227.5,4403624430262.5,4757198251516.87,5106106120781.11,5576810719316.62,6029779476936.63,6427599517941.44,6391266458272.15,6896825778762.46,7435925685821.08,7665933275536.22,7999493961578.36,8247520829012.2,8198603469800.51,8406206370633.5,8835921269901.27,9309091155082.27,9615463352679.37,9320095974033.89,10541837786337.7,11848912631421.4,12556560664674.4
LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4363761389.36318,4705167970.39679,5079954039.7919,5507840000.46004,6084424275.47972,6648776914.92415,7239582549.71781,7870515416.75169,8274750149.32985,9004985809.72827,9742974225.21459,10535332007.5937,11332299880.3078,12257140061.5588,13386972232.2026,14788036347.1354,16558002670.4693,18298564183.7566,20110556742.8194,21752548533.2052,23894264991.0011,26347634540.9717,31166890463.4396,34521998381.2813,38868372116.7692,41395269251.0588,46586124701.5285,50122949866.8694,53366707257.3905,56042601063.21,58135955846.4305,60225053628.2101,66210871739.5927,71194700820.9113
LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10750781534.4143,16610108798.2097,19781278547.3461,22430224368.4374,24765996544.3161,26915874161.3377,30501961987.7654,31355287002.9548,32869994200.143,33159932511.7904,34366112723.9352,36489188153.945,38324718400.8775,40342563132.6878,44194530903.4539,46804414732.4015,48995393155.7056,55008171421.3271,61152899773.433,67825932483.135,74125159476.2137,76310623816.177,84407152005.059,93707683516.7205,102439561735.377,110329048228.764,119762487637.993,129139845044.674,131563779278.949,125803329502.353,92719310020.9046,66328931529.5091,70557781904.6026,
LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748971486.74894,1550909731.1109,1029705139.55718,706514773.754018,564563091.978418,551809768.199088,630022664.157523,1322020639.95674,1740724346.74425,2149171542.47491,2826791043.59248,2974850449.49281,3134763219.16151,2233017927.09761,2353140546.81565,2555093116.73466,2845755597.68002,3201556695.14591,3496422549.61242,3704460178.35415,3978191716.30892,4393239184.19532,5059406068.44856,6080102164.40169,6475698206.39695,6245654129.67803,7087452920.22171,8073192528.51871,8899159431.27983,9580659050.4301,8545642565.8159,8095196936.87139,9081812910.29107,9856286055.99382
LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76336325960.1906,91272573972.1316,90820566130.0215,89474543881.3034,93153107830.9795,92994492791.7926,96717953706.5264,103514332804.763,100959286929.072,103155520705.646,109373537683.502,109864797000.063,110502228282.274,127350867122.177,136610171687.691,157618648439.104,173041361681.108,188802016678.943,192127838328.418,184806729197.711,196456261299.271,99575929952.2947,165767103868.621,133349219556.353,112538152127.142,116940831227.105,112487606548.722,121473194597.018,129305467689.061,117161523927.593,108205599828.686,122390240681.543,132758227095.958,135295820261.288
LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958222550.856996,994349400.811395,1097892681.48329,1130470981.55931,1173065896.06087,1218599260.60207,1277175599.34499,1290181690.22071,1386700031.89009,1443880514.63494,1477307041.32408,1459090174.98822,1487935173.36271,1582019145.18699,1742624517.9948,1789889459.873,1959394598.60799,2046523142.84156,2189194267.00003,2140384715.36964,2173546036.07275,2314377079.25926,2320160606.42391,2428647769.71095,2508124115.03731,2510450378.66625,2688565160.89794,2844567883.7689,3085990648.9362,3318845304.05469,2655525116.70355,3350827672.24531,4235080875.12461,4529473245.75138
LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2771786092991.86,2969744385634.52,3128989490873.89,3276088799728.76,3506580832700.72,3628667197515.21,3827457130907.74,4101816263878.85,4258121852926.8,4323631076239.39,4585985581050.19,4721375733650.49,4806548456243.69,4999517463429.12,5442877226637.7,5861451654629.85,6441801889452.43,6976128549609.29,7412542930717.96,7358227708238.73,7904111512264.33,8523410309094.9,8803646787111.87,9188922177358.66,9476926324196.15,9439578363315.24,9692169920790.19,10188888133181.4,10720443274397.7,11079381140954.9,10734843086707.6,12157408341233.0,13665365598682.4,14493678882382.6
LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483506217233.579,510679737881.161,528791641059.27,545393797926.65,562450552179.621,607789412472.073,654108688122.88,703569060393.598,740928522528.213,784636881709.955,840364988698.834,903442346396.64,966603533899.974,1039092581636.52,1136517409017.07,1260311044149.87,1391419881893.27,1535653479814.87,1667478186355.57,1752812316099.41,1885941974612.48,1998478855075.87,2102034567766.48,2269039144141.87,2472642888779.7,2591647396194.13,2779658321631.6,2973409128387.86,3270792347767.96,3562172379263.41,3689516582578.23,4006049673995.12,4497895464328.98,4848529530858.36
LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221564588629.483,232123761527.26,236185989863.949,245436309902.192,252896762436.349,271482284284.202,292080169444.62,318927796363.946,334636619505.97,351903209113.596,373174228795.126,400021279797.454,426833597332.583,457446161641.465,498304728140.971,548298908057.925,600479594341.677,656425054721.948,707199049091.813,738763444653.798,800530677934.243,827717164109.364,807664711294.515,869333317112.611,967830475122.872,1033489898883.05,1121731418493.08,1183950726948.99,1259169070755.91,1351612593866.87,1378715131238.93,1457761690603.42,1618053972344.23,1733702790963.57
LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41329904726.9411,44693068469.8711,47722862973.8256,52225010187.9316,56327121022.845,60671121191.3458,64129557244.8089,69414028634.7689,73492167118.208,77737438832.035,84268270520.055,84834118459.5232,89568100817.305,96762088314.7967,104774542077.367,114804514456.524,127419930492.552,139767212521.867,150936623729.855,157242031517.447,171910623368.269,190668570948.271,216969311691.012,231635412206.587,243530581325.688,256403786037.5,277383189828.955,291985462536.138,307237748367.101,307704703458.126,283651685862.02,317188320128.86,314577777700.418,318551481729.507
LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2631963508220.93,2774466108745.6,2950422841698.19,3103084791393.49,3308773394098.69,3563787997440.8,3863480376820.83,4088000117197.6,4331954859292.87,4654535250606.39,4964605784800.83,5302339031415.76,5616895798719.47,6085694624213.7,6698123286441.59,7385573209798.78,8159718952603.34,8967267861392.47,9542449054774.81,10191384158692.6,11034589992595.5,11804955542595.6,12923229001756.0,13708901666766.3,14452726633188.9,15223371593427.6,16188614517423.8,17275526698345.1,18891921476446.3,20352914738265.0,20514318193408.4,22923861892849.2,26024091885585.4,28479010892762.0
